first_name,last_name,price,above_100
Michael,Daniel,229.95158,True
Bryan,Valenzuela,236.14938,True
Robin,Garner,79.14738,False
Angel,Thompson,284.7302,True
Christopher,Morgan,216.01314,True
Brittany,Walker,163.11078,True
Shelby,Mann,110.90218,True
Jodi,Wells,44.017345,False
Terri,Gibson,92.36081,False
Vanessa,Hernandez,105.25345,True
Maria,Russell,114.14527,True
Stacy,Moses,126.65047,True
Amanda,Schneider,288.47168,True
Catherine,Lopez,182.01712,True
Amanda,White,12.318897,False
Karina,Spencer,128.149,True
Deborah,Warren,139.7675,True
Erica,Dixon,168.60315,True
Barbara,Gray,140.74667,True
Deanna,Watson,264.5412,True
Michael,Cox,136.78648,True
Amy,Myers,92.16017,False
Patrick,Hunter,170.41345,True
Marvin,Murphy,212.41525,True
Janice,Graves,223.70377,True
Brooke,Pierce,171.93831,True
Adam,Wells,280.26025,True
Amanda,Atkins,283.42685,True
Gary,Ruiz,132.50482,True
Tina,Wallace,72.91326,False
Casey,Oconnell,16.79606,False
Nancy,Mendoza,281.38904,True
Luis,Nguyen,34.198273,False
William,Graves,111.50164,True
Sean,Brennan,269.22867,True
Matthew,Sellers,53.503494,False
Dorothy,Bradley,199.45961,True
Haley,Flores,252.29141,True
Melissa,Johnson,32.704678,False
Samuel,Tran,199.88641,True
Amanda,Patterson,49.033257,False
Albert,Roach,183.3743,True
Jamie,Huffman,36.83994,False
James,Hamilton,265.63022,True
Joseph,Bird,18.060448,False
Sarah,Contreras,141.41414,True
Joshua,House,65.77032,False
Tamara,Molina,255.25357,True
Max,Maxwell,240.0443,True
Jason,Daniels,269.6366,True
Jordan,Coleman,250.09741,True
Jasmine,Jones,33.932816,False
Jessica,Garcia,231.88031,True
Aaron,George,138.81271,True
Chelsey,Anderson,41.350533,False
Rebecca,Perez,146.23138,True
Duane,Thompson,75.06434,False
Curtis,Clayton,138.05634,True
George,Gonzalez,221.57379,True
Casey,Ford,94.188065,False
Margaret,Johnston,61.245995,False
Eric,Mcclure,238.87753,True
Nathan,Taylor,4.820334,False
Kayla,Parker,222.36008,True
Doris,Obrien,206.94933,True
Brooke,Taylor,34.74615,False
Kathryn,Garrett,266.1885,True
John,Cruz,205.14067,True
Christina,Cannon,98.59415,False
Susan,Lewis,269.33237,True
Pamela,Sanchez,193.77808,True
Stacey,Wiley,200.39043,True
Melissa,Johnson,201.45094,True
Lori,Morris,38.04761,False
Daniel,Soto,225.16214,True
Karl,Davis,92.08925,False
Lisa,Graves,122.856415,True
Eric,Ray,178.34409,True
Mark,Garcia,229.24702,True
Allison,Alvarez,275.30246,True
Rachel,Williams,44.817154,False
Linda,Mitchell,47.444687,False
David,Shelton,158.70848,True
Vanessa,Long,121.74497,True
Misty,Martin,176.931,True
Daniel,Gregory,132.89105,True
Mitchell,Jones,253.97168,True
Dawn,Scott,246.03613,True
Emily,Horn,287.46664,True
Catherine,George,14.61492,False
Hunter,Carlson,218.09776,True
Thomas,Baldwin,275.41455,True
Amy,Sellers,91.873505,False
Alicia,Clark,241.58592,True
Sara,Lewis,158.86385,True
Ashley,Lopez,77.89294,False
Terry,Alvarado,161.94981,True
Danielle,Sandoval,83.13646,False
Jesse,Jones,214.80296,True
Lisa,Hess,133.2038,True
Christina,Mason,284.4864,True
Mary,Bell,32.088898,False
Martin,Ramirez,1.1092124,False
Stacy,Smith,161.82607,True
Carla,Rodriguez,113.14545,True
Johnny,Stout,134.00224,True
Jennifer,Rodriguez,256.01544,True
Michelle,Thompson,196.67546,True
Lisa,Lyons,148.95598,True
Michael,Coleman,262.20908,True
Lindsey,Williams,99.95621,False
Karen,Hoffman,186.10461,True
Jenny,Jones,189.55771,True
Steven,Knight,282.99576,True
Michael,Franklin,116.87426,True
Mason,Ross,235.55492,True
Terry,Levine,151.52206,True
Catherine,Fletcher,36.59268,False
Deanna,Jones,196.94061,True
Christopher,Mitchell,22.420471,False
John,Owens,191.44342,True
Stephanie,Davis,287.19916,True
Joseph,Ford,264.9355,True
Matthew,Russell,141.2493,True
Danielle,Burke,75.90363,False
Stephanie,Cunningham,220.99399,True
Brian,Proctor,263.63583,True
Michael,Swanson,291.57135,True
Daniel,Santos,49.26348,False
April,Hoffman,203.48558,True
Stephanie,Thomas,249.66672,True
Brianna,Garcia,183.33223,True
Shannon,Berger,125.25978,True
Kathleen,Mays,238.1656,True
Michelle,Park,150.40012,True
Laura,Reynolds,20.089245,False
Ashley,Kaiser,218.3995,True
Reginald,Owens,46.553288,False
Michael,Conway,84.09316,False
Sheila,Pham,5.7132316,False
Christie,Smith,70.217354,False
Allison,Carroll,27.656847,False
Donna,Perez,187.32794,True
Sierra,Richmond,299.44922,True
Steven,Wallace,173.00256,True
Jeremy,Thompson,106.61026,True
Jennifer,Mccormick,142.75647,True
Eric,Garcia,27.564505,False
Matthew,Beasley,248.99274,True
Jason,Robinson,249.45503,True
Vicki,Espinoza,285.9639,True
Steven,Snyder,182.03516,True
Michelle,Randolph,70.72106,False
Michelle,Francis,10.015418,False
Steven,Baker,293.75052,True
Zachary,Johnson,36.97003,False
Marc,Velasquez,174.39018,True
John,Carr,50.117462,False
Kimberly,Castillo,243.87367,True
Jay,Lopez,286.8001,True
Amanda,Bridges,81.85722,False
Jessica,Swanson,60.96199,False
Jose,Gonzalez,77.844284,False
Teresa,Wright,67.202896,False
Michael,Gutierrez,185.8465,True
Hannah,Marshall,251.87979,True
Janice,Davis,290.37674,True
Jessica,Crawford,254.21614,True
Brian,Bean,293.17685,True
Edward,Perez,217.69478,True
Adam,Miller,49.280815,False
Veronica,Gray,140.99452,True
Linda,Turner,238.5613,True
Debra,Roberts,69.389496,False
David,Sampson,77.05305,False
Sarah,Cochran,138.6132,True
Regina,Holland,151.20117,True
Mario,Ortiz,27.084429,False
Maria,Gonzalez,164.64404,True
Albert,Perez,163.19807,True
Daisy,Mccarthy,87.96439,False
Anna,Leonard,75.54719,False
Catherine,Mosley,188.34906,True
April,Miranda,82.646515,False
Michael,Walker,288.92947,True
Abigail,Lam,255.37221,True
Alan,Graham,92.78682,False
Jennifer,Diaz,77.8548,False
Sean,Rogers,186.39265,True
Anthony,Jackson,200.01259,True
William,Taylor,117.96943,True
Richard,Robinson,200.91087,True
Nicholas,Barnes,219.40039,True
Brittany,Austin,233.73524,True
Robin,Schmidt,96.698265,False
Kendra,Monroe,226.00078,True
Nancy,Grant,23.798298,False
Nicole,Grant,155.98451,True
Courtney,Thompson,52.85276,False
Jeanette,Washington,291.52554,True
James,Yates,224.87361,True
Justin,Knox,115.975174,True
Melissa,Thompson,200.86162,True
Steven,Lee,140.35785,True
Allison,Fisher,231.49385,True
Mark,Phillips,197.25172,True
Elijah,Harrison,151.58047,True
Paul,Farley,9.419976,False
Jennifer,Cole,47.395454,False
Michael,Tucker,146.74788,True
David,Steele,276.1641,True
Monica,Hodges,203.31305,True
Scott,Wallace,23.24586,False
Antonio,Paul,93.39603,False
Melissa,Wright,68.62696,False
Stephanie,Price,27.227652,False
Denise,Kennedy,233.46654,True
Melissa,Walsh,177.8588,True
Leslie,Spence,156.2012,True
Rachel,Walker,144.43953,True
Donald,Horn,13.063472,False
Christopher,Rojas,94.088066,False
Robert,Crawford,216.65308,True
Larry,Brown,174.18073,True
Becky,Swanson,245.85461,True
Gary,Howard,25.939753,False
Christopher,Marks,111.846794,True
Bonnie,Alexander,136.6296,True
Brandon,Stevens,77.20692,False
Lori,Guerra,99.72772,False
Michele,Alvarado,243.9872,True
Christine,Lee,8.80934,False
Jamie,Fry,159.70673,True
Christopher,Perez,102.94358,True
Matthew,Carter,194.28732,True
Jason,Hunter,78.76406,False
Tyler,Henry,186.96245,True
Tiffany,Harris,17.696592,False
Matthew,Young,39.12255,False
Juan,Brewer,152.96248,True
Mark,Riggs,44.175842,False
Brittany,Stewart,273.53073,True
Terry,Davis,271.77936,True
Jessica,Oneill,157.51312,True
Kimberly,Ortiz,55.25094,False
Zoe,Walls,248.86661,True
Sara,Wallace,155.87943,True
Nicole,Jenkins,291.51212,True
Austin,Kelly,85.875725,False
Sarah,Knox,169.15862,True
Alison,Carroll,115.34013,True
Robert,Buchanan,163.32603,True
Penny,Wilson,178.79698,True
Leslie,Perez,77.95376,False
Brittney,Marquez,149.17725,True
Andrew,Bird,265.9158,True
Maria,Hughes,12.570403,False
Clayton,Williams,31.850548,False
Mary,Pittman,92.025406,False
James,Garner,81.966095,False
Randy,Middleton,117.092896,True
Alexis,Gardner,83.35924,False
Laurie,Garner,145.06032,True
Danny,Bush,111.99769,True
Joseph,Smith,291.08002,True
Edgar,Armstrong,185.9187,True
Samantha,Scott,97.874214,False
Troy,Coleman,74.57492,False
Brian,Young,130.99747,True
Timothy,Perez,113.65746,True
Sierra,Nguyen,110.848175,True
Cynthia,Murphy,296.0078,True
Julie,Diaz,269.4894,True
Andrew,Silva,46.1564,False
Gary,Costa,287.0366,True
Jasmine,Berg,127.14264,True
Glenda,Brown,85.60392,False
Jonathan,Boone,172.46245,True
Cynthia,Jimenez,51.809963,False
Cynthia,Morgan,283.3294,True
Dwayne,Browning,14.245253,False
Brittany,Lewis,150.90758,True
Zachary,Johnson,139.64642,True
Kayla,Wilson,48.843952,False
Andrew,Doyle,245.08644,True
Jennifer,Parks,12.798439,False
Daniel,Phelps,176.73509,True
Lindsey,Quinn,57.573566,False
Brian,Walker,34.963497,False
Bradley,Curry,104.02916,True
Roy,Cohen,148.49246,True
David,Black,148.48503,True
Julie,Gonzales,275.85138,True
Paula,Williams,190.66054,True
James,Clark,117.5715,True
Christopher,Robinson,14.265841,False
William,Carr,85.40739,False
Todd,Dunlap,38.32006,False
Kimberly,Morales,206.44386,True
Jesse,Welch,267.50348,True
Laura,Leblanc,205.96179,True
Susan,Parker,7.389761,False
Laurie,Harris,229.6976,True
Natalie,Lawrence,86.76833,False
Kara,Hanson,275.4377,True
Joseph,Walker,135.47414,True
Gregory,Davis,155.66673,True
Paul,Erickson,192.49965,True
Preston,Holmes,36.862053,False
Joy,Buck,40.94452,False
Brian,Sherman,279.45303,True
Brandon,Davis,17.824615,False
Patricia,Hamilton,63.232838,False
Shawn,Garcia,227.49112,True
William,Stone,48.991035,False
Brian,Cunningham,294.76462,True
Shawn,Norman,113.85204,True
Evan,Ibarra,32.3282,False
Logan,Porter,157.57448,True
Kerry,Gibson,216.94868,True
Christine,Parsons,232.11708,True
Erica,Chung,204.14091,True
Alan,Collins,29.586325,False
John,Robinson,60.37353,False
Monique,Santos,82.082565,False
Nicole,Mason,190.23874,True
Michael,Knight,238.75769,True
John,Bishop,18.291685,False
Christopher,Odom,282.9932,True
Michael,Walker,149.84285,True
Crystal,Wall,187.5868,True
Christian,Ramirez,258.4106,True
Kevin,Rowland,185.64104,True
Candice,Mcintosh,266.27066,True
Leslie,Hoffman,282.0595,True
James,Johnson,263.37393,True
Jennifer,Shepherd,183.9724,True
Susan,Tucker,187.49942,True
Michele,Harvey,271.09842,True
Teresa,Collins,186.97154,True
Jonathan,Leblanc,128.20667,True
Stephanie,Morgan,209.84174,True
Michael,Duran,67.48301,False
Daniel,Cannon,193.37286,True
Kayla,Butler,157.40523,True
Jimmy,Harrell,162.69536,True
Jeffery,Fuentes,32.984417,False
Lucas,Rivera,280.9708,True
Mark,Le,197.95757,True
Taylor,Myers,92.372925,False
Robert,Berger,41.58252,False
Victor,White,71.28349,False
Caroline,Powell,59.57791,False
Erica,Austin,225.36241,True
Douglas,Henry,260.18677,True
Monica,Miller,45.664253,False
Kimberly,Martin,42.849804,False
Felicia,Larson,184.20563,True
Cassandra,Frazier,19.266727,False
Heather,Phelps,119.014565,True
John,Hart,181.28024,True
Meredith,Moore,84.42598,False
Isabel,Pratt,24.783426,False
Misty,Martin,269.9902,True
Jessica,Richards,64.72665,False
Margaret,Campbell,174.29863,True
Michael,Frazier,47.57993,False
Michael,Sharp,115.66585,True
Cindy,Pena,152.22343,True
Jacob,Dominguez,153.47797,True
Cody,Scott,66.56589,False
Nicole,Coffey,118.195274,True
Crystal,Snyder,155.46611,True
Matthew,Love,285.09753,True
Marcus,Ortega,188.10945,True
Jason,Jackson,99.2059,False
Daniel,Ramos,58.319855,False
Raymond,Wilson,200.38556,True
Lindsey,Garcia,170.99513,True
Donna,Orr,40.463383,False
Wendy,Horn,5.9299383,False
Mario,Mclaughlin,90.33381,False
Benjamin,Barron,20.671246,False
Mark,Moss,33.795326,False
Travis,Garza,82.87258,False
George,Lopez,0.9422477,False
Gabriel,Barnes,69.59826,False
Daniel,Johnson,214.52403,True
Mitchell,Davis,158.78271,True
Mark,White,56.21177,False
Michael,Foster,115.24223,True
Pamela,Solis,66.64708,False
Maxwell,Frost,0.006023502,False
Chad,Jones,67.877945,False
Don,Mcdaniel,228.59187,True
Lisa,Morrison,73.99055,False
Jeffrey,Clark,239.43866,True
Melissa,Santiago,128.26164,True
Jason,Adams,21.57129,False
Wendy,Myers,263.68094,True
Norman,Wade,99.62709,False
Roberto,Brown,215.03935,True
Casey,Wright,280.20322,True
Juan,Rivera,91.13817,False
Terry,Gallegos,268.58447,True
Timothy,Jones,153.22289,True
Sarah,Crawford,230.5179,True
Christopher,Hammond,263.09583,True
Ashley,Cantu,285.40356,True
Mathew,Harris,46.60502,False
David,Williams,193.40195,True
Catherine,Novak,184.89542,True
Jonathan,Cobb,42.210663,False
Elizabeth,Alexander,98.445145,False
Michelle,Fisher,77.16597,False
David,Griffith,180.02538,True
Suzanne,Murray,178.4727,True
Antonio,Beasley,28.095272,False
Terry,Hobbs,216.5893,True
Kathleen,Chan,211.18999,True
Audrey,Adkins,285.66162,True
Jonathan,Patel,148.8804,True
Micheal,Baker,134.55424,True
Brandon,Stein,164.66003,True
Annette,Douglas,10.028469,False
Jeffery,Webb,269.14935,True
Michael,Miller,200.09926,True
Cassandra,Mcintyre,127.02278,True
Brittany,Allen,215.73708,True
Erin,Robinson,79.41904,False
Anthony,Sims,77.62413,False
Craig,Jones,51.50214,False
Annette,Peterson,228.645,True
Victor,Reed,45.415005,False
Nathan,Love,84.66811,False
William,Chavez,17.550606,False
Patrick,Kennedy,203.38913,True
Andrea,Jones,246.20895,True
Michele,Mathews,59.39395,False
Yolanda,Romero,155.25858,True
Abigail,Beck,26.826159,False
Christopher,Hughes,261.93445,True
Kristina,Gutierrez,293.99554,True
Cristina,Cervantes,145.77196,True
Victor,Johnson,32.819416,False
Lauren,Page,111.92347,True
Charles,Orozco,65.25319,False
Andrea,Bowen,30.275215,False
Caleb,Smith,213.54347,True
Christine,Bradford,291.84485,True
Pamela,Lee,128.37889,True
Ronald,Steele,287.8604,True
Tami,Lynch,123.385056,True
Thomas,Glenn,124.179955,True
Melinda,Aguilar,267.499,True
Martin,Harris,1.7523572,False
Karen,Hunter,139.07518,True
Donald,Leon,66.8467,False
Frances,Lewis,5.5229383,False
Cesar,Jackson,182.3283,True
Carla,Green,69.409294,False
Angela,Le,167.34108,True
Maria,Bryant,66.38308,False
David,Cisneros,67.63632,False
Amanda,Henderson,6.1393943,False
Anthony,Choi,299.62613,True
Ricardo,Barnes,68.200836,False
Ashley,Davis,125.00578,True
Patricia,Maxwell,254.01004,True
Michael,Miller,52.698433,False
Carla,Carter,191.69781,True
Rachael,Oliver,268.24585,True
Donald,Gardner,70.512955,False
Brad,Garcia,227.64561,True
Megan,Smith,5.8208284,False
Anthony,Torres,214.61443,True
Karen,Smith,201.45172,True
Teresa,Robinson,68.369156,False
Gregory,Morris,58.530922,False
Lisa,Holmes,17.995306,False
Lisa,Navarro,97.51501,False
Sabrina,Michael,243.42778,True
Susan,Matthews,200.41231,True
John,Kim,51.537025,False
Sara,Sutton,189.52217,True
Jeremy,Glover,278.91055,True
William,Carter,23.216806,False
Krystal,Cortez,56.11155,False
Spencer,Mccarthy,279.59955,True
Troy,Gardner,104.55329,True
Peter,Flores,74.41066,False
Angela,Shelton,146.4099,True
John,Burgess,108.63731,True
Aaron,Cook,184.4643,True
Lisa,Dennis,211.37843,True
Brenda,Navarro,298.82883,True
Kayla,Hall,9.28122,False
Katelyn,Conner,40.760788,False
Alexandra,Bell,143.3931,True
Ann,Wilson,225.51581,True
Colleen,Snow,263.67346,True
Lisa,Pham,189.89023,True
Scott,Taylor,247.38297,True
Donald,Wood,210.88074,True
Dawn,Salas,143.5432,True
Aimee,Wilson,130.9109,True
Dana,Reyes,163.04105,True
Zoe,Robinson,154.70204,True
Bradley,Ryan,5.4500637,False
Katherine,Hopkins,82.650154,False
Brandon,Cervantes,288.227,True
Lisa,French,178.26855,True
Justin,Johnson,29.622282,False
Amanda,Johns,126.12942,True
Ryan,Shea,97.27702,False
Kyle,Hart,189.12088,True
Kari,Jones,155.74063,True
Matthew,White,264.0155,True
Leah,King,26.058653,False
Katherine,Bowers,102.69259,True
Emily,Gonzalez,115.533356,True
Dylan,Williamson,192.151,True
Matthew,Jordan,231.34698,True
Corey,Williams,282.73093,True
Deanna,Braun,99.448044,False
Thomas,Harrell,184.4072,True
Ronald,Schmidt,88.633934,False
Thomas,Johnson,113.62816,True
Angela,Lopez,6.3678484,False
Tina,Moore,25.289087,False
Ashley,Scott,30.488749,False
Michelle,Higgins,142.48601,True
Cynthia,Buck,280.16263,True
Sandra,Baker,169.95764,True
Amanda,Rivers,45.07754,False
Amy,Cameron,240.85971,True
John,Wood,172.40283,True
Robert,Gonzalez,116.33877,True
Kevin,White,122.76988,True
Douglas,Martinez,68.86293,False
Cynthia,Wright,212.20517,True
Mike,Burton,156.6285,True
Kelly,Suarez,103.352135,True
Carla,Anderson,176.7813,True
Crystal,Ewing,76.546005,False
Rebekah,Brown,248.68817,True
David,Love,214.98262,True
Katie,Beltran,58.33327,False
Charles,Collins,82.98169,False
Timothy,Long,57.81081,False
Kyle,Castro,257.85983,True
Charles,Atkinson,201.25195,True
Gregg,Robles,243.94154,True
Joseph,Dodson,231.7141,True
Richard,Morris,205.68535,True
Joshua,Jones,51.995163,False
Kathryn,Ray,297.68008,True
David,Barber,265.77878,True
Ashley,Montgomery,91.985275,False
Erin,Torres,162.26006,True
Theodore,Perry,54.28284,False
Christopher,Dixon,151.55426,True
Michael,Lee,222.59833,True
Brittany,Brandt,48.314823,False
Rebecca,Pena,40.504288,False
Harold,Harris,30.280512,False
Alan,Smith,136.71739,True
Lynn,Petersen,119.288704,True
Alex,Williams,125.235146,True
Maria,Johnson,140.618,True
Teresa,Ramirez,68.89412,False
Jessica,Williams,211.29274,True
Eric,Stokes,141.43526,True
Sarah,Young,165.8898,True
Nicholas,Hinton,175.53242,True
David,Merritt,22.805912,False
Brandy,Murray,118.58459,True
Melissa,Lewis,263.60126,True
Adam,Johnson,229.07018,True
Austin,Roberts,40.1212,False
Ashley,Smith,115.872856,True
Kimberly,Wheeler,286.10483,True
Sherry,Coffey,136.3707,True
Gabriel,Luna,218.21385,True
Pedro,Warren,264.34122,True
Shannon,Hill,105.99898,True
Sydney,Michael,207.93677,True
Michael,Jordan,29.86398,False
Douglas,Taylor,131.1591,True
John,French,76.02496,False
Thomas,Mueller,172.50749,True
Gina,George,297.48926,True
Terri,Solis,198.95651,True
Pamela,Brown,157.67902,True
Stacy,Hunter,1.2456163,False
Tracy,Potter,200.43982,True
Melissa,Clark,169.36935,True
Melanie,Wood,220.59036,True
Alexander,Cook,50.63489,False
Susan,Mitchell,23.276997,False
Lisa,Johnson,185.21146,True
Paul,Bender,194.71008,True
Jennifer,Chase,131.05363,True
Jennifer,Bridges,115.234955,True
George,Mejia,272.48077,True
Amanda,Baker,19.975754,False
Chad,Lowery,298.9513,True
Jordan,Barnes,274.375,True
Dawn,Williams,170.51746,True
Patrick,Bryant,41.916916,False
Erin,Montes,58.17899,False
Jerry,Torres,73.793465,False
Terry,Bell,139.34708,True
Walter,Heath,131.36406,True
Paul,Valenzuela,155.32132,True
Leslie,Potter,224.45569,True
Robin,French,213.59227,True
Catherine,Garcia,229.74841,True
Todd,Nicholson,109.754684,True
Courtney,Allen,223.17259,True
Dominique,Brandt,269.01562,True
Leslie,Bates,88.37542,False
Kathleen,Hood,123.27166,True
Jacob,Williams,13.873869,False
Mary,Mcintosh,164.99858,True
Christine,Franco,145.37134,True
Zachary,Hartman,293.8195,True
Angela,Brown,180.62369,True
David,Drake,190.83011,True
Sarah,Roberts,155.47867,True
Victoria,Harmon,177.29153,True
Lisa,Whitehead,73.77933,False
Chad,Barton,261.4782,True
Michael,Mitchell,0.7763933,False
Robert,Randall,29.103218,False
Bradley,Martin,267.5114,True
Joshua,Burton,198.02534,True
Monica,Simpson,85.307465,False
Rebecca,Cummings,172.99835,True
Jennifer,Roman,179.40367,True
Rebecca,Allen,283.0554,True
Samantha,Scott,82.1931,False
Donna,Villegas,206.4702,True
Christopher,Garcia,11.891358,False
Nathan,Rice,286.49347,True
Robert,Calhoun,249.48685,True
Rachel,Rodgers,216.04083,True
Richard,Nelson,240.75943,True
Christopher,Roberts,245.35146,True
Morgan,Rodriguez,32.276707,False
Zachary,Randolph,225.78876,True
Eric,Contreras,288.3746,True
Kristi,Rhodes,119.385925,True
Kristina,Frey,80.25651,False
Sherry,Nixon,287.3655,True
Natasha,Davidson,246.8219,True
William,Miller,269.67993,True
Christopher,Sellers,94.866486,False
